Ano,Vendedor,Cargo,Região,Venda
2017,Thayli Rotava,Surpevisor,México,"R$ 39.738,75"
2017,Thayná Candreva,Temporário,Coreia do Sul,"R$ 19.012,50"
2017,Thayna Queiroz,Surpevisor,França,"R$ 18.851,25"
2017,Thays Emmerick,Surpevisor,Turquia,"R$ 28.912,50"
2017,Thayssa Smolarek,Temporário,Indonésia,"R$ 40.967,50"
2017,Thayza Serpa,Gerente,Indonésia,"R$ 11.817,50"
2017,Thiago Zozimo,Surpevisor,Rússia,"R$ 53.298,75"
2017,Thomas Vasconcelos,Temporário,Indonésia,"R$ 34.222,50"
2017,Thomáz Kopschitz,Temporário,Rússia,"R$ 46.457,50"
2017,Thomaz Willkomm,Temporário,Indonésia,"R$ 62.021,25"
2017,Thuany Nemitz,Gerente,China,"R$ 9.912,50"
2017,Tiago Vitória,Temporário,Japão,"R$ 11.086,25"
2017,Tomas Garrido,Surpevisor,Indonésia,"R$ 18.408,75"
2017,Ulisses Lins,Vendedor,China,"R$ 34.302,50"
2017,Ully Bakman,Surpevisor,Itália,"R$ 24.798,75"
2017,Ursula Kuhlmann,Surpevisor,Japão,"R$ 49.295,00"
2017,Valentina Orenstein,Vendedor,Canadá,"R$ 45.835,00"
2017,Valéria Chein,Gerente,China,"R$ 33.092,50"
2017,Valmir Gerhad,Vendedor,Alemanha,"R$ 13.746,25"
2017,Vanessa Riveiro,Vendedor,Coreia do Sul,"R$ 52.100,00"
2017,Venan Bittencourt,Temporário,Rússia,"R$ 17.677,50"
2017,Verônica Catarino,Vendedor,Japão,"R$ 35.426,25"
2017,Vicente Giuntini,Vendedor,Países Baixos,"R$ 29.648,75"
2017,Victor Medina,Temporário,Indonésia,"R$ 32.946,25"
2017,Victória Ciriaco,Surpevisor,Rússia,"R$ 41.166,25"
2017,Victoria Elehep,Gerente,França,"R$ 40.138,75"
2017,Vinícius Lucio,Temporário,China,"R$ 57.966,25"
2017,Vinicius Sartorio,Vendedor,Arábia Saudita,"R$ 38.400,00"
2017,Vito Strauss,Gerente,Países Baixos,"R$ 61.106,25"
2017,Vitor Homem,Gerente,Reino Unido,"R$ 10.833,75"
2017,Vitoria Afonso,Vendedor,Itália,"R$ 43.996,25"
2017,Vitória Lencastre,Gerente,Reino Unido,"R$ 11.000,00"
2017,Vittorio Crespo,Gerente,Estados Unidos,"R$ 6.210,00"
2017,Vívian Galera,Gerente,Estados Unidos,"R$ 59.666,25"
2017,Vivian Indio,Vendedor,Estados Unidos,"R$ 42.030,00"
2017,Viviane Esquenazi,Gerente,Reino Unido,"R$ 14.082,50"
2017,Vivianne Terra,Temporário,Itália,"R$ 5.431,25"
2017,Vladimir Novellino,Gerente,Brasil,"R$ 41.283,75"
2017,Wagner Castello,Gerente,Países Baixos,"R$ 7.926,25"
2017,Walace Rotsztejn,Temporário,Itália,"R$ 38.076,25"
2017,Walmyr Temporal,Vendedor,Austrália,"R$ 25.337,50"
2017,Walter Neiva,Gerente,Arábia Saudita,"R$ 47.893,75"
2017,Wellington Provenzano,Temporário,Austrália,"R$ 17.243,75"
2017,Wen Leite,Gerente,Turquia,"R$ 24.011,25"
2017,Wendel Naveiro,Vendedor,China,"R$ 58.288,75"
2017,Wendela Peluso,Surpevisor,Espanha,"R$ 14.060,00"
2017,Wesley Lemos,Surpevisor,Itália,"R$ 19.546,25"
2017,William Meireles,Vendedor,Indonésia,"R$ 62.052,50"
2017,Willian Spata,Temporário,Estados Unidos,"R$ 34.900,00"
2017,Wilson Narduche,Surpevisor,Índia,"R$ 59.905,00"
2017,Yago Strino,Gerente,Reino Unido,"R$ 45.173,75"
2017,Yan Zaltman,Temporário,Itália,"R$ 23.676,25"
2017,Yasmim Paciencia,Temporário,França,"R$ 3.992,50"
2017,Yasmin Bartholo,Gerente,Turquia,"R$ 27.786,25"
2017,Yasmine Cantalice,Surpevisor,França,"R$ 16.793,75"
2017,Yasmini Friaes,Temporário,Países Baixos,"R$ 6.277,50"
2017,Yasser Altoé,Vendedor,Austrália,"R$ 7.695,00"
2017,Ylana Iane,Vendedor,Coreia do Sul,"R$ 45.918,75"
2017,Yohana Victoria,Temporário,Rússia,"R$ 14.570,00"
2017,Yohanan Milani,Vendedor,Indonésia,"R$ 47.280,00"
2017,Ysabella Malavolti,Temporário,México,"R$ 38.475,00"
2017,Yuri Barbalho,Temporário,Reino Unido,"R$ 11.905,00"
2017,Yuske Gusmão,Temporário,Arábia Saudita,"R$ 28.470,00"
2017,Yve Thome,Vendedor,Indonésia,"R$ 7.195,00"
2017,Zilma Barbolo,Gerente,China,"R$ 6.006,25"
2018,Adailton Sayuri,Surpevisor,Japão,"R$ 74.389,50"
2018,Adelino Pataro,Gerente,Turquia,"R$ 65.680,50"
2018,Adrian Limoeiro,Vendedor,México,"R$ 48.571,50"
2018,Adriana Karla,Vendedor,Índia,"R$ 42.367,50"
2018,Adriane Segadilha,Gerente,Países Baixos,"R$ 48.111,00"
2018,Adriano Taylor,Gerente,Rússia,"R$ 17.478,00"
2018,Adrielle Fiaes,Temporário,Estados Unidos,"R$ 71.581,50"
2018,Adrizia Boy,Vendedor,Itália,"R$ 55.222,50"
2018,Agnes Lana,Temporário,Reino Unido,"R$ 45.768,00"
2018,Ailton França,Gerente,Coreia do Sul,"R$ 62.238,00"
2018,Alan Colacino,Surpevisor,China,"R$ 38.961,00"
2018,Alana Hugo,Gerente,Itália,"R$ 61.342,50"
2018,Alberto Moniz,Temporário,Coreia do Sul,"R$ 32.158,50"
2018,Alecsander Kohn,Surpevisor,Estados Unidos,"R$ 18.268,50"
2018,Alecssander Pedroso,Vendedor,Alemanha,"R$ 72.537,00"
2018,Aledio Marculino,Gerente,México,"R$ 51.078,00"
2018,Alessandra Barboza,Vendedor,Arábia Saudita,"R$ 38.841,00"
2018,Alessandro Akerman,Temporário,México,"R$ 73.441,50"
2018,Alex Faller,Surpevisor,Japão,"R$ 58.981,50"
2018,Alexandra Greco,Temporário,Rússia,"R$ 46.020,00"
2018,Alexandre Sobral,Surpevisor,França,"R$ 51.592,50"
2018,Alexia Monteiro,Surpevisor,Austrália,"R$ 24.330,00"
2018,Alexsandro Antonio,Gerente,Índia,"R$ 70.860,00"
2018,Alfredo Lazera,Gerente,Índia,"R$ 20.913,00"
2018,Alice Lara,Surpevisor,Indonésia,"R$ 2.116,50"
2018,Aline Feliciano,Surpevisor,Espanha,"R$ 40.702,50"
2018,Allan Evelyn,Temporário,Estados Unidos,"R$ 61.369,50"
2018,Alon Zamith,Vendedor,Turquia,"R$ 55.431,00"
2018,Álvaro Barrocas,Surpevisor,Brasil,"R$ 26.763,00"
2018,Alvaro Sousa,Gerente,Japão,"R$ 70.467,00"
2018,Amanda Zahar,Vendedor,Brasil,"R$ 37.476,00"
2018,Ana Gil,Gerente,Espanha,"R$ 46.251,00"
2018,Ananda Hermes,Temporário,Alemanha,"R$ 19.933,50"
2018,Anderson Amarante,Vendedor,Estados Unidos,"R$ 54.303,00"
2018,Andre Kendra,Surpevisor,França,"R$ 71.539,50"
2018,André Vejarano,Temporário,Indonésia,"R$ 9.478,50"
2018,Andréia Cavalca,Surpevisor,Rússia,"R$ 5.056,50"
2018,Andreia Henriques,Gerente,Turquia,"R$ 74.911,50"
2018,Andressa Rente,Gerente,Alemanha,"R$ 32.952,00"
2018,Andrew Takioche,Surpevisor,França,"R$ 18.933,00"
2018,Andreza Arouca,Gerente,Canadá,"R$ 48.811,50"
2018,Ângelo Vilardo,Temporário,Brasil,"R$ 9.570,00"
2018,Angelo Zanoni,Vendedor,Alemanha,"R$ 19.675,50"
2018,Anízio Brasileiro,Surpevisor,Índia,"R$ 74.362,50"
2018,Anna Tarragó,Gerente,Canadá,"R$ 15.291,00"
2018,Antonia Gouvêa,Surpevisor,Itália,"R$ 19.204,50"
2018,Antônio Cuciniello,Surpevisor,Itália,"R$ 64.618,50"
2018,Antonio Portes,Surpevisor,Espanha,"R$ 43.171,50"
2018,Aparecida Soriano,Gerente,Rússia,"R$ 10.917,00"
2018,Ariel Campelo,Vendedor,Espanha,"R$ 8.841,00"
2018,Arnaldo Bueno,Surpevisor,Austrália,"R$ 60.288,00"
2018,Arnôr Araripe,Gerente,Itália,"R$ 13.879,50"
2018,Arthur Ottaiano,Vendedor,França,"R$ 67.500,00"
2018,Artur Borowicz,Vendedor,Alemanha,"R$ 49.128,00"
2018,Ary Peters,Temporário,Japão,"R$ 24.984,00"
2018,Athos Gonzalez,Gerente,Espanha,"R$ 9.952,50"
2018,Átila Garcez,Gerente,Países Baixos,"R$ 64.345,50"
2018,Audir Avila,Temporário,Itália,"R$ 47.065,50"
2018,Bárbara Bottin,Temporário,Turquia,"R$ 5.539,50"
2018,Barbara Laís,Temporário,Espanha,"R$ 2.022,00"
2018,Beatris Ávila,Surpevisor,França,"R$ 66.984,00"
2018,Beatriz Casassanta,Temporário,Espanha,"R$ 27.261,00"
2018,Bernard Galdino,Vendedor,Turquia,"R$ 59.295,00"
2018,Bernardo Vaccariello,Temporário,França,"R$ 45.949,50"
2018,Betania Vinicius,Temporário,Coreia do Sul,"R$ 61.327,50"
2018,Bianca Revelles,Surpevisor,Indonésia,"R$ 43.042,50"
2018,Bibiana Mosqueira,Vendedor,Itália,"R$ 48.490,50"
2018,Brenda Martinusso,Gerente,França,"R$ 39.720,00"
2018,Brenno Liporace,Gerente,Turquia,"R$ 22.278,00"
2018,Breno Matheus,Vendedor,Austrália,"R$ 62.098,50"
2018,Bruna Lamosa,Temporário,Turquia,"R$ 53.082,00"
2018,Bruno Alberto,Surpevisor,Coreia do Sul,"R$ 13.473,00"
2018,Caio Belchot,Gerente,Itália,"R$ 71.379,00"
2018,Camila Corpas,Gerente,Itália,"R$ 71.715,00"
2018,Camilla Akio,Gerente,Arábia Saudita,"R$ 44.422,50"
2018,Camille Santana,Temporário,Turquia,"R$ 67.389,00"
2018,Carina Ferrer,Temporário,Espanha,"R$ 65.809,50"
2018,Carla Vítor,Vendedor,Estados Unidos,"R$ 8.925,00"
2018,Carlos Thaíssa,Surpevisor,França,"R$ 51.667,50"
2018,Carolina Lindmeyer,Temporário,Índia,"R$ 56.694,00"
2018,Caroline Tartaroni,Temporário,Coreia do Sul,"R$ 74.583,00"
2018,Carolini Arêas,Temporário,México,"R$ 42.481,50"
2018,Caroll Vita,Temporário,Canadá,"R$ 72.822,00"
2018,Cassandra Kirk,Gerente,Itália,"R$ 54.031,50"
2018,Cassia Neves,Surpevisor,Espanha,"R$ 20.403,00"
2018,Cassio Allevato,Gerente,Reino Unido,"R$ 61.284,00"
2018,Catarina Wajnberg,Gerente,Japão,"R$ 36.429,00"
2018,Cecília Corrêa,Vendedor,Reino Unido,"R$ 64.369,50"
2018,Célio Nobili,Surpevisor,Alemanha,"R$ 51.421,50"
2018,César Alvim,Surpevisor,França,"R$ 58.042,50"
2018,Cesar Miehrig,Gerente,Canadá,"R$ 55.083,00"
2018,Cézar Müller,Surpevisor,Alemanha,"R$ 44.364,00"
2018,Chan Gabriela,Temporário,China,"R$ 41.761,50"
2018,Chrislaine Arineli,Gerente,Itália,"R$ 72.267,00"
2018,Christian Mariano,Vendedor,Indonésia,"R$ 74.421,00"
2018,Christiana Madrid,Vendedor,China,"R$ 50.506,50"
2018,Christiane Voltes,Surpevisor,Austrália,"R$ 54.189,00"
2018,Christine Malvar,Temporário,Canadá,"R$ 23.022,00"
2018,Cícero Marcelino,Surpevisor,Estados Unidos,"R$ 46.005,00"
2018,Cinthia Ribas,Temporário,Coreia do Sul,"R$ 48.027,00"
2018,Ciro Helena,Vendedor,Coreia do Sul,"R$ 65.506,50"
2018,Clara Losso,Temporário,Arábia Saudita,"R$ 45.334,50"
2018,Clarissa Cotta,Vendedor,Países Baixos,"R$ 18.913,50"
2018,Cláudia Fontana,Surpevisor,Espanha,"R$ 42.961,50"
2018,Cláudio Regina,Surpevisor,Rússia,"R$ 29.572,50"
2018,Cleberson Ronfini,Temporário,Alemanha,"R$ 59.413,50"
2018,Cleo Gabrielen,Gerente,China,"R$ 26.554,50"
2018,Constantino Fragoso,Temporário,França,"R$ 70.557,00"
2018,Cristiane Raposo,Temporário,Japão,"R$ 68.841,00"
2018,Cristina Batista,Surpevisor,Austrália,"R$ 50.763,00"
2018,Cynthia El-Jaick,Surpevisor,México,"R$ 74.185,50"
2018,Daiana Menezes,Surpevisor,Brasil,"R$ 50.290,50"
2018,Dalvan Carneiro,Surpevisor,Índia,"R$ 13.399,50"
2018,Dandara Tanita,Temporário,Japão,"R$ 8.074,50"
2018,Daniel Lanssoni,Gerente,Canadá,"R$ 25.414,50"
2018,Daniela Cucco,Surpevisor,Reino Unido,"R$ 30.420,00"
2018,Daniele Arias,Surpevisor,Japão,"R$ 25.482,00"
2018,Daniella Peralva,Temporário,Brasil,"R$ 49.750,50"
2018,Danielle Eliza,Gerente,México,"R$ 25.450,50"
2018,Danilo Cinelli,Vendedor,Itália,"R$ 65.940,00"
2018,Davi Quemento,Gerente,México,"R$ 41.524,50"
2018,David Britz,Surpevisor,China,"R$ 60.049,50"
2018,Dayane Elzi,Vendedor,Reino Unido,"R$ 49.536,00"
2018,Dayna Dória,Gerente,Espanha,"R$ 31.413,00"
2018,Débora Haimenis,Surpevisor,Espanha,"R$ 47.793,00"
2018,Debora Madureira,Surpevisor,China,"R$ 68.925,00"
2018,Denilton Brasil,Vendedor,Indonésia,"R$ 7.881,00"
2018,Desirée Acquarone,Temporário,Coreia do Sul,"R$ 5.460,00"
2018,Deysiane Bezerra,Temporário,Países Baixos,"R$ 28.059,00"
2018,Diana Rebelo,Temporário,Coreia do Sul,"R$ 16.323,00"
2018,Diego Mazzi,Surpevisor,Alemanha,"R$ 27.438,00"
2018,Dilson Macedo,Vendedor,Canadá,"R$ 39.937,50"
2018,Diogo Grin,Temporário,Rússia,"R$ 62.655,00"
2018,Domenik Aline,Surpevisor,México,"R$ 47.586,00"
2018,Douglas Rebouças,Surpevisor,México,"R$ 72.000,00"
2018,Drielly Cassabian,Temporário,França,"R$ 7.125,00"
2018,Dykson Caffaro,Gerente,Canadá,"R$ 49.074,00"
2018,Ébio Leandro,Temporário,China,"R$ 42.831,00"
2018,Edgard Luis,Gerente,Reino Unido,"R$ 36.913,50"
2018,Edjailma Tsuyoshi,Temporário,Turquia,"R$ 13.183,50"
2018,Edson Vilhena,Temporário,México,"R$ 67.852,50"
2018,Eduarda Ferrato,Surpevisor,Arábia Saudita,"R$ 63.054,00"
2018,Eduardo Iago,Vendedor,França,"R$ 11.974,50"
2018,Elaine Rochlin,Gerente,Brasil,"R$ 66.868,50"
2018,Elana Vilas,Surpevisor,França,"R$ 43.747,50"
2018,Elena Consorte,Surpevisor,Países Baixos,"R$ 74.187,00"
2018,Eliane Beznos,Temporário,Países Baixos,"R$ 61.504,50"
2018,Elida Huon,Vendedor,Arábia Saudita,"R$ 41.319,00"
2018,Elio Silveira,Temporário,Japão,"R$ 59.359,50"
2018,Elisa Rita,Vendedor,Rússia,"R$ 30.681,00"
2018,Elizeu Junqueira,Gerente,Turquia,"R$ 69.829,50"
2018,Elvis Magno,Gerente,Estados Unidos,"R$ 57.628,50"
2018,Emanuella Marinho,Temporário,Japão,"R$ 20.127,00"
2018,Emilaine Alencar,Vendedor,Canadá,"R$ 23.974,50"
2018,Emmanuel Marcolini,Temporário,Itália,"R$ 50.620,50"
2018,Enrico Liz,Surpevisor,França,"R$ 68.191,50"
2018,Enrique José,Surpevisor,Turquia,"R$ 7.659,00"
2018,Eric Pastore,Gerente,Japão,"R$ 24.939,00"
2018,Érica César,Vendedor,Países Baixos,"R$ 52.585,50"
2018,Erick Bozi,Gerente,Indonésia,"R$ 23.832,00"
2018,Ericka Villar,Surpevisor,China,"R$ 33.772,50"
2018,Érico Goes,Vendedor,Itália,"R$ 67.890,00"
2018,Erik Menaged,Temporário,China,"R$ 65.104,50"
2018,Eriko Arslanian,Gerente,Brasil,"R$ 71.665,50"
2018,Ester Bachini,Temporário,Rússia,"R$ 52.870,50"
2018,Etiene Centurione,Temporário,Turquia,"R$ 56.512,50"
2018,Eugênio Berni,Vendedor,Estados Unidos,"R$ 73.225,50"
2018,Evelyn Rosario,Temporário,França,"R$ 46.128,00"
2018,Fabiane Melloni,Gerente,México,"R$ 8.107,50"
2018,Fabiano Talbot,Gerente,Itália,"R$ 43.257,00"
2018,Fábio Santo,Vendedor,Indonésia,"R$ 36.223,50"
2018,Fabio Tozatto,Gerente,Canadá,"R$ 29.434,50"
2018,Fabricio Paula,Gerente,Espanha,"R$ 26.139,00"
2018,Fátima Wolguemuth,Surpevisor,Países Baixos,"R$ 36.961,50"
2018,Felipe Grunhauser,Temporário,Alemanha,"R$ 22.966,50"
2018,Fellipe Troccoli,Gerente,Indonésia,"R$ 16.806,00"
2018,Fernanda Ornelas,Vendedor,França,"R$ 2.869,50"
2018,Fernando Felix,Surpevisor,Austrália,"R$ 65.230,50"
2018,Filipe Marsicano,Temporário,Brasil,"R$ 63.300,00"
2018,Filippo Vanzo,Vendedor,Arábia Saudita,"R$ 49.219,50"
2018,Fillipe Cruz,Vendedor,Itália,"R$ 7.999,50"
2018,Flávia Zaban,Temporário,Indonésia,"R$ 5.244,00"
2018,Flávio Curi,Gerente,Indonésia,"R$ 11.334,00"
2018,Flavio Firmo,Surpevisor,Espanha,"R$ 60.387,00"
2018,Francisco Muniz,Temporário,Canadá,"R$ 27.042,00"
2018,Francyne Akiama,Surpevisor,Coreia do Sul,"R$ 2.473,50"
2018,Frederico Scofield,Gerente,Japão,"R$ 49.810,50"
2018,Gabriel Gervazoni,Gerente,Canadá,"R$ 14.710,50"
2018,Gabriela André,Surpevisor,Turquia,"R$ 31.398,00"
2018,Gabriella Mesitieri,Surpevisor,Alemanha,"R$ 30.264,00"
2018,Gabrielle Basso,Vendedor,Turquia,"R$ 32.278,50"
2018,Gabryela Netto,Gerente,Espanha,"R$ 73.674,00"
2018,Geam Veiga,Surpevisor,Países Baixos,"R$ 3.046,50"
2018,Geani Rubinstein,Vendedor,Arábia Saudita,"R$ 2.556,00"
2018,Gerald Bitencourt,Vendedor,Japão,"R$ 40.005,00"
2018,Gianluca Camilla,Temporário,Japão,"R$ 62.980,50"
2018,Gil Benfeitas,Gerente,Rússia,"R$ 9.658,50"
2018,Giovana Letieri,Vendedor,Indonésia,"R$ 51.247,50"
2018,Giovani Raggi,Vendedor,Indonésia,"R$ 5.890,50"
2018,Giovanna Cardozo,Vendedor,Brasil,"R$ 36.045,00"
2018,Giovanni Moutinho,Vendedor,Rússia,"R$ 48.816,00"
2018,Giselia Martelo,Vendedor,Indonésia,"R$ 65.934,00"
2018,Gisely Paragó,Surpevisor,Brasil,"R$ 36.217,50"
2018,Giulia Gualberto,Temporário,Indonésia,"R$ 48.913,50"
2018,Giuseppe Luara,Surpevisor,Turquia,"R$ 25.353,00"
2018,Gizele Reyna,Surpevisor,Arábia Saudita,"R$ 56.422,50"
2018,Gizella Simões,Vendedor,Alemanha,"R$ 48.675,00"
2018,Glaucia Pelegrino,Temporário,Arábia Saudita,"R$ 72.073,50"
2018,Gleisy Mizrahy,Surpevisor,Espanha,"R$ 35.154,00"
2018,Glenda Touriño,Temporário,Alemanha,"R$ 50.566,50"
2018,Gleydson Cravo,Temporário,Arábia Saudita,"R$ 30.658,50"
2018,Graziela Pinho,Vendedor,Turquia,"R$ 21.237,00"
2018,Guido Bailly,Gerente,Índia,"R$ 13.018,50"
2018,Guilherme Kale,Temporário,Arábia Saudita,"R$ 67.578,00"
2018,Gustavo Salerno,Vendedor,Arábia Saudita,"R$ 69.018,00"
2018,Hanielle Otavio,Gerente,Canadá,"R$ 8.401,50"
2018,Hanna Marcello,Surpevisor,Coreia do Sul,"R$ 18.627,00"
2018,Hannah Rachel,Gerente,Reino Unido,"R$ 73.825,50"
2018,Haroldo Abreu,Vendedor,México,"R$ 71.125,50"
2018,Heitor Albuquerque,Surpevisor,Reino Unido,"R$ 28.755,00"
2018,Helen Bello,Temporário,China,"R$ 37.498,50"
2018,Helena Penteado,Surpevisor,China,"R$ 21.249,00"
2018,Helga Uramm,Vendedor,Arábia Saudita,"R$ 73.915,50"
2018,Helton Schincariol,Vendedor,Arábia Saudita,"R$ 46.558,50"
2018,Helvio Fróes,Surpevisor,Arábia Saudita,"R$ 55.126,50"
2018,Henrique Rohr,Temporário,Estados Unidos,"R$ 23.185,50"
2018,Hércules Bacelar,Vendedor,Austrália,"R$ 29.049,00"
2018,Hiago Lutterbach,Surpevisor,Coreia do Sul,"R$ 14.892,00"
2018,Hiaiune Pozzan,Vendedor,França,"R$ 53.017,50"
2018,Higor Bárbara,Surpevisor,Rússia,"R$ 16.983,00"
2018,Hugo Wien,Temporário,Canadá,"R$ 33.082,50"
2018,Hyago Fecha,Surpevisor,Canadá,"R$ 68.535,00"
2018,Hygor Litza,Vendedor,China,"R$ 69.852,00"
2018,Iago Lauzana,Surpevisor,Canadá,"R$ 65.689,50"
2018,Ian Carajuru,Surpevisor,Itália,"R$ 21.319,50"
2018,Iasmim Adriano,Vendedor,China,"R$ 37.408,50"
2018,Ighor Jung,Gerente,Austrália,"R$ 36.103,50"
2018,Igor Augusta,Gerente,México,"R$ 27.684,00"
2018,Ingra Goulart,Surpevisor,Japão,"R$ 4.003,50"
2018,Iris Lacê,Gerente,Japão,"R$ 72.891,00"
2018,Isaac Jean,Gerente,Alemanha,"R$ 72.504,00"
2018,Isabel Altino,Temporário,Indonésia,"R$ 21.846,00"
2018,Isabela Mothé,Temporário,Brasil,"R$ 43.116,00"
2018,Isabella Rodine,Surpevisor,Arábia Saudita,"R$ 36.144,00"
2018,Isabelle Moésia,Gerente,Índia,"R$ 23.271,00"
2018,Isabelly Pimenta,Vendedor,Coreia do Sul,"R$ 33.997,50"
2018,Isadora Aiex,Temporário,México,"R$ 58.974,00"
2018,Isis Gaglianone,Gerente,Alemanha,"R$ 51.151,50"
2018,Itai Constant,Surpevisor,Países Baixos,"R$ 45.355,50"
2018,Iuri Azevedo,Temporário,Austrália,"R$ 69.717,00"
2018,Ivan Villamil,Temporário,Estados Unidos,"R$ 63.682,50"
2018,Ivana Chvaicer,Vendedor,Reino Unido,"R$ 40.818,00"
2018,Ives Cezar,Surpevisor,Alemanha,"R$ 38.563,50"
2018,Izabel Brust,Temporário,Estados Unidos,"R$ 69.243,00"
2018,Izabella Badia,Vendedor,China,"R$ 10.681,50"
2018,Izabelle Lacombe,Vendedor,Índia,"R$ 35.833,50"
2018,Izadora Sara,Temporário,Reino Unido,"R$ 44.955,00"
2018,Jackson Ramalho,Gerente,Espanha,"R$ 50.412,00"
2018,Jade Sodre,Gerente,Austrália,"R$ 33.690,00"
2018,Jamile Nacif,Vendedor,China,"R$ 22.864,50"
2018,Jaqueline Passarelli,Temporário,Estados Unidos,"R$ 66.654,00"
2018,Jayme Bartolote,Surpevisor,Austrália,"R$ 32.391,00"
2018,Jean Whitaker,Vendedor,Canadá,"R$ 10.050,00"
2018,Jeane Milane,Gerente,Austrália,"R$ 56.341,50"
2018,Jeferson Benetoli,Surpevisor,Rússia,"R$ 68.478,00"
2018,Jefferson Pimentel,Vendedor,México,"R$ 61.665,00"
2018,Jennifer Rabello,Surpevisor,Espanha,"R$ 14.485,50"
2018,Jeronimo Camara,Temporário,China,"R$ 67.003,50"
2018,Jéssica Benício,Vendedor,Países Baixos,"R$ 10.500,00"
2018,Jessica Cecilia,Gerente,Países Baixos,"R$ 10.206,00"
2018,Jessika Aziz,Surpevisor,Coreia do Sul,"R$ 54.996,00"
2018,Jeter Vicente,Gerente,Austrália,"R$ 13.791,00"
2018,Joana Salek,Temporário,Itália,"R$ 60.282,00"
2018,Joāo Antunes,Gerente,Estados Unidos,"R$ 46.393,50"
2018,João Calmon,Vendedor,Turquia,"R$ 19.269,00"
2018,Joao Tako,Vendedor,Arábia Saudita,"R$ 55.719,00"
2018,Joel Bispo,Temporário,China,"R$ 2.994,00"
2018,John Victorio,Surpevisor,Itália,"R$ 43.939,50"
2018,Jonas Balbino,Vendedor,Indonésia,"R$ 45.703,50"
2018,Jonatas Caetano,Surpevisor,Índia,"R$ 71.614,50"
2018,Jônatas Helt,Temporário,Rússia,"R$ 20.799,00"
2018,Jonathas Nascimento,Gerente,Arábia Saudita,"R$ 69.094,50"
2018,Jonnathan Maués,Temporário,Reino Unido,"R$ 29.319,00"
2018,Jorge Lavinas,Surpevisor,Brasil,"R$ 40.482,00"
2018,Jose Alvarenga,Temporário,Arábia Saudita,"R$ 54.424,50"
2018,José Zenobio,Vendedor,Países Baixos,"R$ 3.999,00"
2018,Josefe Fasano,Temporário,México,"R$ 35.439,00"
2018,Joyce Barcellos,Vendedor,México,"R$ 60.132,00"
2018,Juan Loureiro,Temporário,Índia,"R$ 61.581,00"
2018,Juann Ziegler,Surpevisor,Arábia Saudita,"R$ 17.628,00"
2018,Julia Cappelli,Temporário,Países Baixos,"R$ 15.963,00"
2018,Júlia Quercetti,Gerente,Brasil,"R$ 44.676,00"
2018,Juliana Chamoun,Gerente,Japão,"R$ 20.425,50"
2018,Juliane Morais,Temporário,Índia,"R$ 24.507,00"
2018,Julianna Mancebo,Temporário,Arábia Saudita,"R$ 20.680,50"
2018,Julie Paixão,Surpevisor,França,"R$ 12.892,50"
2018,Júlio Moura,Gerente,Alemanha,"R$ 40.152,00"
2018,Julio Santiago,Vendedor,Arábia Saudita,"R$ 44.566,50"
2018,Julliana Turnes,Gerente,Turquia,"R$ 52.191,00"
2018,Julyana Totti,Surpevisor,Arábia Saudita,"R$ 49.296,00"
2018,Julyanna Yasmin,Vendedor,Brasil,"R$ 18.745,50"
2018,Kaio Bassani,Gerente,Brasil,"R$ 24.430,50"
2018,Kallena Chousa,Vendedor,Rússia,"R$ 1.866,00"
2018,Karen Zobaran,Gerente,Brasil,"R$ 65.569,50"
2018,Karina Motta,Gerente,Canadá,"R$ 16.623,00"
2018,Karine Pettene,Temporário,Canadá,"R$ 13.366,50"
2018,Karline Gustavo,Surpevisor,Reino Unido,"R$ 18.799,50"
2018,Karoline Luís,Surpevisor,Indonésia,"R$ 25.935,00"
2018,Karoliny Gaspar,Vendedor,Estados Unidos,"R$ 53.769,00"
2018,Karollayne Mercês,Vendedor,França,"R$ 32.962,50"
2018,Kassia Burd,Gerente,México,"R$ 34.914,00"
2018,Katarine Graça,Gerente,Brasil,"R$ 24.798,00"
2018,Katharina Varela,Gerente,China,"R$ 39.783,00"
2018,Katherine Bernhardt,Vendedor,Japão,"R$ 48.789,00"
2018,Kelly Rosales,Vendedor,Reino Unido,"R$ 64.153,50"
2018,Khaio Meslin,Gerente,Austrália,"R$ 72.541,50"
2018,Kim Rigueira,Vendedor,Estados Unidos,"R$ 64.366,50"
2018,Kimberly Luna,Surpevisor,França,"R$ 65.340,00"
2018,Krissia Lavagnole,Vendedor,México,"R$ 45.321,00"
2018,Lais Leta,Temporário,Rússia,"R$ 11.476,50"
2018,Laís Villela,Surpevisor,Turquia,"R$ 25.980,00"
2018,Laiza Pedrazza,Gerente,Turquia,"R$ 23.787,00"
2018,Lara Silveirinha,Vendedor,México,"R$ 62.505,00"
2018,Larissa Buhler,Surpevisor,México,"R$ 53.827,50"
2018,Laura Biccas,Temporário,França,"R$ 44.226,00"
2018,Layssa Glioche,Gerente,Países Baixos,"R$ 5.514,00"
2018,Lázaro Guilhon,Vendedor,Índia,"R$ 18.045,00"
2018,Leandro Guillermo,Surpevisor,Arábia Saudita,"R$ 22.153,50"
2018,Leila Doria,Surpevisor,Canadá,"R$ 71.793,00"
2018,Lenon Harumi,Temporário,México,"R$ 15.919,50"
2018,León Allister,Temporário,Itália,"R$ 18.075,00"
2018,Leon E,Vendedor,Rússia,"R$ 9.762,00"
